3.699673108430051371e+00,1.514143129390341347e+00,9.367469842314529060e+00,7.922447495199172351e+00,1.206751244412532564e+01,1.953437233395747086e+01,5.233729841150641882e+00,7.984548469835702988e+00,8.605189133948737634e+00,9.846513649307899740e+00,2.147429608343347951e+01,1.335960688137855179e+01,7.174789188858998301e+00,1.468057440094821509e+01,9.987392828506255427e+00,1.173403690805554156e+01,2.294764936289606094e-01,1.543445865276662943e+00,9.728520980203533952e+00,2.760243714893284572e+00,9.442232472980499836e+00,8.973039041818287487e+00,1.893470708596775154e+01,1.479055452905190293e+01,2.335642428696921513e+00,2.330936359179185047e+01,5.709178137376655471e+00,8.737539952679063138e-01,1.716709797719841291e+01,1.307871261543473196e+01,7.707653415230245386e+00,1.093088637866422630e+01,1.237666916509108894e+01,1.989686918915320035e+01,5.408563303735794747e+00,2.151605317682892604e+01,5.828248777634287059e+00,7.968352857598554273e+00,3.819948818536206048e+00,9.197887772962509700e+00,5.342087968764374750e+00,1.054558328368251630e+01,4.290433787578157521e+00,1.747740815093142430e+01,1.993465081020930540e+01,5.062153484149748195e+00,1.946723604907510818e+01,1.702065553235539141e+01,5.388722426587613690e+00,2.325985565998491467e+01,1.049402052912849292e+01,3.655266608191479083e+00,1.511722101521480788e+01,1.903000705487346167e+01,4.906390317462588690e+00,1.555729386202406772e+01,2.044506594666573029e+00,1.228011949389597746e+01,1.987180624201165369e+00,2.128859103348035475e+01,1.430261603944629645e+00,1.816917897518094804e+01,1.406396920089803793e+01,8.291697480916820906e-01,1.686545970853513765e+01,1.727454260289492538e+01,1.614521213025269475e+01,1.957330724678656253e+01,1.122710170318015344e+01,2.030893248915682392e+01,1.331022039871663232e+01,2.149041315085078452e+01,2.356663785098122688e+01,9.275333752628528217e+00,2.494903925004031109e+01,2.457385702548389261e+01,1.785929039548399544e+01,6.309116880652718251e+00,4.291566784067413209e+00,1.517350987648895178e+01,2.132072721030838736e+01,9.648338305364296374e+00,5.813634560390829042e-01,1.491869331259607101e+01
1.626984613310667882e+01,1.223933071309781262e+01,2.438756883741622516e+01,4.728115448758821060e+00,2.405550207416515374e+00,2.331144810158388836e+01,2.761451720083416106e+00,2.368437343648030602e+00,1.390153956106389899e+01,1.418685207147299643e+01,2.260920742501196301e+01,1.705078507033719148e+01,1.998635728484617502e+01,1.935716729893879773e+01,5.313231149775263340e+00,7.971685900623382004e+00,1.724888428376486482e+00,2.109976050851207319e+01,8.414902405193130930e-01,5.923834734534075608e+00,3.830533613608808174e+00,9.789071889215247069e+00,1.272621946167304330e+01,2.494387486494682449e+01,1.890203507408319084e+01,4.200589956552894577e+00,2.413412323215408151e+01,2.111441013776191422e+00,1.713013047231455133e+01,8.296151514664099835e+00,2.217388628489476687e+01,2.362422323971673421e+01,1.784653862178654649e+01,1.992534802395719851e+01,1.329166657348670810e+01,2.385508301993023395e+01,2.231243817061024259e+01,8.434683253212924114e+00,3.213467415173731911e+00,1.547242980490823072e+01,9.427833231293419658e+00,2.031445806833950929e+00,1.333941037327062773e+01,6.218079733719175550e+00,6.218701385803332649e+00,3.196744010069418884e-01,2.160269677150776957e+01,1.923236424329618188e+01,7.252841684790217514e+00,1.641182111455138681e+01,2.305694883089088520e+01,6.019689705847416583e+00,2.492536537473258562e+01,2.120073803531368384e+01,8.433433112309515423e+00,1.666425296616165141e+01,1.613959901158646915e+01,2.364656648662669625e+01,7.787286695454254115e-01,1.621483269322959719e+00,1.218627986390717055e+01,1.722617853884780814e+01,5.742068917907591441e+00,1.928803994284156076e+01,1.151649612385272547e+01,4.381129434242200915e+00,1.189135996896650838e+00,7.276658015871942276e+00,1.528775286449308624e+01,1.460323742787949719e+01,1.807295363629242502e+01,1.937896360571399867e+01,1.254695317090684270e+00,9.116254949237855953e+00,1.998070006802958787e+01,1.844997979812955791e+01,5.378298125532435137e+00,1.371891259549309972e+01,1.873707298654514730e+01,2.818522672595838330e+00,1.916438383130566336e+01,2.259296370229086648e+01,1.494532500746571024e+01,1.591578920914892059e+01
7.226083450187978485e+00,8.880903644976873013e-01,5.777856683717977226e+00,4.084273563078247626e+00,2.277574386649473936e+01,1.263434803118127192e+01,1.998999411074296262e+01,1.546036562458197317e+01,1.551305894829671495e+01,1.455676112058915983e+01,5.191608615745016309e+00,4.764573501783100795e+00,1.256163075414950470e+01,1.388343398718224719e+01,3.765921220301648997e+00,5.161607633499093239e+00,1.248341029011390013e+01,2.459761422760523075e+01,1.787544466263016574e+01,2.428860573615829921e+01,1.907842862230128489e+01,2.444854902895635007e+00,1.296828328305644540e+01,1.468934687489242030e+01,1.767247824833156500e+01,2.205905767940618034e+01,1.406722263312343202e+01,2.402762321626864406e+01,5.174507372997047661e+00,5.442277862812000322e+00,9.874591154657197833e+00,1.693423072763279080e+01,5.959393776007293475e+00,6.910345854192187609e+00,2.191918103963244491e+01,2.330034909440861668e+01,1.217640923486976412e+01,1.794497613813041426e+01,1.072048245417595780e+01,1.162340864080596781e+01,9.842715929201911740e-01,2.174831643568913719e+01,7.545755605155846091e+00,8.405899524973992953e+00,2.382331584759873166e+01,2.067316371432804090e+01,2.470797348967442986e+01,1.445733210092958743e+00,1.825883735856581680e+01,2.140744879401357537e+01,7.762807927420761978e+00,1.340951157066232824e+01,5.046013872514071075e+00,1.675043330775241301e+01,1.923882333329372685e+01,3.724723773773905400e+00,1.612226549264628161e-02,3.487411366128567725e+00,1.533843840424738403e+01,1.665872382451520295e+01,7.074919241372781720e+00,3.955602815424494434e+00,2.265629386095310949e+01,1.041699530146602193e+01,9.295073045820667623e-01,2.297355753386290900e+01,1.582051811751083470e+01,1.192623142708577966e+01,1.796638631503719274e+00,7.123365048042529679e+00,1.620858865478164645e+01,1.913952199020223333e+01,4.785128678411096459e+00,1.650580933046952303e+00,1.818950581753275841e+01,1.800669997397763922e+01,1.273934194453795499e+01,1.220411805396335936e+01,1.521220902130519015e+01,2.461757202478601769e+01,1.978337353619662053e+01,3.122542532452809994e-01,2.191811733922769179e+01,7.493095544110617290e+00
1.073850297305235024e+01,9.044914671442997545e+00,1.235905892028847930e+01,7.582557862819583328e-01,1.064126496642620090e+01,2.109231482061766272e+01,9.976439702269438214e+00,2.214537096337289768e+01,3.057150796653218539e+00,4.364954859499226458e+00,1.356680555017609180e+01,1.124866642503590519e+01,1.326271243460163696e+01,1.586325118027036574e+01,5.699920593093973586e+00,1.144867550127863254e+01,1.567440405671105452e+01,2.036080066206707073e+01,7.392938904162926761e+00,2.181355375878660396e+01,2.005976052900035711e+01,6.128274899856350544e+00,2.079255447869118356e+01,1.107050687241583020e+01,4.084904020770974142e+00,5.372340988743252055e+00,9.206308696000029101e+00,1.076556692176363406e+01,1.486228269381458311e+01,1.676535722828700159e+01,1.677088734560913252e+01,3.552412769714022200e+00,8.867303402114223854e-01,2.242277487126845514e+01,1.843747987460967508e+01,1.663463051906613366e+00,1.167628919424512013e+01,1.691285454066953164e+01,1.396040311186101590e+01,4.756138003070059739e+00,1.591596686473429045e+01,1.223283391133886511e+00,1.732318991474458869e+01,1.294810723976646472e+01,1.758869804169674111e+01,1.683475915055650773e+01,1.593617532899421541e+01,8.446984974963436699e+00,9.678053883071079611e+00,1.175510006524648965e+01,2.493843863513702175e+01,7.577718769070884264e+00,2.389694248663275999e+01,2.338148943328605966e+01,2.805866954586183404e+00,1.951476561132384546e+01,2.091609061562102667e+01,2.331873742898280355e+01,2.457346325012444765e+01,6.998028306767750450e+00,3.588806490306048591e+00,2.279837648062940048e+01,9.600048645493094668e+00,9.957999147031710407e+00,1.118166061838902969e+01,1.954468639381430251e+01,1.403005792281616060e+01,5.095287452450461885e+00,1.030473957902107429e+01,1.104182251819477223e+01,1.869162041102729077e+01,1.028832230375453172e+01,6.644654470326730511e+00,1.876339622257143347e+01,9.862180912670712729e+00,2.191685762531568216e+01,9.864804563313100516e+00,5.483976389216771441e-01,1.720212795861746713e+01,3.815806541007274344e+00,1.726474123556041462e+01,2.295308482666783334e+01,1.032430961774871703e+00,3.976027900037412799e+00
9.219451682567381567e+00,1.594897290516899879e+01,2.020498719151288469e+01,1.498674792244773002e+01,2.677480473326348864e+00,4.579995747512876747e+00,2.035490153433894989e+01,2.272356376458252925e+01,1.277472736007189091e+01,2.667544639910096826e+00,1.965679460136218282e+01,1.124102456662297556e+01,1.446657899847391171e+01,1.886505751186435731e+01,7.093971782733696330e+00,4.869868171183261651e+00,1.483395889821217040e+01,6.076845938068989206e+00,1.731696741399789374e+01,7.878508091728919638e+00,2.164105706565405285e+01,4.030952892414541466e+00,6.424638081626604658e-01,6.360297306317552746e+00,4.219687830154056352e-01,1.928376851005645420e+01,1.700799652403059525e+01,1.569770338021795020e+01,5.306136338482270176e+00,4.688950992650578797e+00,1.701281173967961191e+00,1.615606976685302243e+01,1.610441982812316208e+00,1.358949966863777270e+01,2.146834897980953727e-01,1.426828638066520938e+01,3.814127397592648183e+00,2.014185278082624819e+01,1.451130411304878365e+01,1.849036245491615205e+01,2.312484833285607166e+01,2.672831952676127276e+00,1.630095414947095378e+01,2.112051486494612007e+01,1.580404922517319122e+01,1.714092084932352833e+01,1.465585262814346734e+01,9.908098509061193937e+00,9.786791531457323501e+00,9.552981696808741319e+00,2.149673138147446139e+01,1.656788444687527928e+01,2.313110742297502043e+01,9.230831301302650616e+00,1.055908294394006752e+01,1.884728408485312201e+01,2.297298195659848830e+01,1.668435147731814450e+00,8.912937008016028173e+00,1.127898325945849223e+01,1.920540759932029218e+01,1.482090465524085943e+01,1.289062674045059964e+01,2.099581929585361451e+01,1.571527089033407876e+01,1.770333029385497170e+01,1.957701521980390424e+01,1.442376842758694444e+01,8.535551639091579545e+00,4.661428831594299993e+00,2.902529889191693524e+00,1.831024279816578115e+01,2.282038519999030157e+01,9.943630415894771923e-01,1.813148402970391615e+01,1.640064063042429154e+01,4.006675078378621357e+00,1.870634362705897047e+01,2.497998014630172392e+01,8.991376497199269124e+00,1.442225934718907077e+01,1.234008149821291234e+01,1.650130505912801127e+01,1.130537412392778407e+01
6.942180518396686928e+00,2.203054594157299562e+01,1.274640307324788324e+01,2.027097663853247766e+01,1.653325699189677778e+01,1.842665131237108156e+01,8.723635793917772219e+00,1.181192782700848909e+01,1.047378429759914198e+01,1.183076229590426287e+01,3.634488276614391999e+00,1.268120812956554389e+01,2.336066929505857104e+01,2.569967332337422139e+00,1.603216176923830716e+01,1.087196360800395389e+01,1.236124261261634061e+01,4.889054901859374525e+00,3.986795649312163903e+00,3.287234861864651858e+00,1.332124175006140554e+01,1.044867893100856726e+01,1.923341510354142869e+01,1.372187052246102468e+01,1.375817115717525496e+01,1.177480406435853411e+01,1.913308719627958610e+01,1.187025718469902813e+01,1.471735216236902666e+01,2.462439544247373746e+01,1.654531817664510029e+01,1.596289610926765690e+01,1.416418863645311532e+01,1.710636008377521122e+01,1.614913781191268782e+01,1.722302193052780339e+01,3.781238282769638914e+00,2.194341327438176226e+00,1.625359485457340014e+01,1.356821152540765318e+01,1.492116979931546972e+01,9.747741191591972054e+00,2.388397975525202099e+01,2.440173365170633346e+01,2.286802925601608649e+01,8.675466376248428091e+00,1.046095544474687422e+01,1.103310901153420076e+01,1.133526047936551606e+01,2.332796818796039062e+01,1.202395461775840957e+01,1.074858142873955913e+01,5.067446228890829296e+00,7.114257984774527088e+00,9.486502594195680871e+00,3.778957028532606177e+00,2.488569726084147504e+01,2.003365590105327243e+01,4.038004874670331645e+00,1.104598628371408253e+01,2.430386625411610524e+01,1.368365485728505426e+01,1.236650240961074942e+01,1.318762524514600543e+01,1.405046308588563875e+01,2.197475929343287149e+01,1.383745511403046180e+01,1.946487086561970159e+01,6.918053828937287264e+00,1.894117300750948729e+01,3.599317356902470344e+00,1.623015981183184575e+00,8.660323719229010564e+00,1.728620485548596619e+01,1.161128744888463515e+01,5.945232375723363827e-01,1.070597009877001327e+01,1.404373617244717209e+01,1.087349354200131657e+01,3.005909546485027839e+00,2.048263782895552865e+01,1.979199283212195581e+01,1.882045325285158777e+00,9.033220145347966579e+00
4.727532461803201969e+00,2.384594739784504469e+01,1.462050588328826528e+01,1.023440308590887504e+01,3.529510327996254748e-01,5.562937770818737526e+00,2.029328951755911703e+01,3.776687209268927869e+00,1.503938036611826057e+01,2.493437926268356009e+01,2.498511894074827211e+01,1.797476973895854968e+01,4.835538334877756306e+00,1.794653738905188645e+00,2.246248036014821992e+01,1.220151615689734115e+01,6.930076294319908570e+00,1.323825275785396016e+01,2.022450061044925462e+01,1.131984275942167528e+01,1.171180712587545081e+01,1.366103367106809863e+01,1.983098873104784232e+01,9.307287187594859290e+00,4.152008036822502079e-01,3.517762489526601755e+00,1.082050912461078518e+01,6.847607718889942241e+00,1.557150639997509955e+01,2.446389135295244444e+01,2.173105803572263994e+01,1.297073945268062412e+00,9.507626257131907010e+00,4.423400647927003604e+00,1.941791818724988872e+01,1.997677626017964769e+01,5.111591838490755713e+00,3.093390002345364209e+00,2.076328233116044686e+01,1.385133540368725136e+01,2.491207098318511726e+01,2.241901587149501651e+01,2.050163066281315949e+00,1.364096822057116754e+01,5.232670211044002428e+00,1.114418283927104625e+01,1.093805117840765284e+00,4.316624913938743369e+00,1.174485341229079793e+01,2.152406633139965919e+01,1.174818743108800234e+01,2.171195295884988496e+01,1.118384098662283321e+01,1.449534799494751880e+01,1.986489249720708017e+01,1.556835017397667187e+01,1.750367685042428079e+01,6.071553004188875668e+00,1.476462634681257313e+01,1.775887373030132776e+00,1.184570030259210149e+01,2.248756134234585957e+01,1.321258134133395323e+01,2.117134245130109171e+00,5.065456359124725916e-01,1.347657835991215336e+01,1.015206357339720000e+01,1.658374453181730956e+01,2.969054777634963393e+00,2.496898417165770923e+01,2.228511554492269298e+01,2.115862372390775903e+01,2.154089516136763649e+01,4.371182978288692844e+00,7.877979305634736029e+00,2.444492148979460922e+01,1.262600386125423491e+01,1.694934833537935148e+01,1.664134766554373357e+01,1.979837186915699476e+01,1.843268014852597503e+00,1.602093862314722017e+01,3.894398219429620500e+00,1.167977670259478984e+01
1.066689890915989425e-01,7.500808979583744929e+00,1.507021451094347242e+01,2.307653701934427204e+01,1.351458167615976480e-01,1.855697827237679576e+01,1.968548130524617790e+01,1.590246663312543163e+01,1.088092612088651912e+01,1.631343496809191507e+01,1.574268507310186749e+01,1.431619970220743276e+01,2.368637041241898444e+01,1.208683845800803791e+00,1.110231308974666753e+01,1.379500235731549651e+01,2.447548270912200508e+01,2.315011573320613891e+01,7.281607424695518915e+00,1.098676283902606876e+01,9.148643509783946470e+00,2.409235762124204427e+01,2.001255000042543486e+01,1.612119872456485936e+01,8.482067803104262893e+00,1.551240628453883730e+01,2.243433852388545446e+01,7.543583535016123776e+00,9.278185667973312789e+00,1.878820713555338173e+01,2.952275176220417574e+00,2.738349568545967117e+00,6.909154704865888563e-01,1.502985230306513031e+01,1.454453857331937705e+01,1.003124924964374465e+01,1.250804327042318143e+00,1.013866931233749824e+01,9.966858501226047551e+00,2.453172315665562309e+01,2.122891560940547961e+01,1.734194250410518379e+01,1.574593021150293914e+01,1.058442643745685885e+01,1.522012387301173142e+01,2.357485016075402484e+01,8.244971677617943584e+00,3.802625162215328203e+00,2.062564010799344061e+01,1.872374396070198443e+01,1.963828414656174459e+01,5.187568813904238851e+00,3.548671351176035937e-01,2.062907651479473259e+01,2.384892714655587298e+01,3.522739153497661313e+00,2.044306691628756312e+01,1.288850541664232630e+01,1.687339306582810039e+01,1.320390650245807684e+01,2.359289923168032388e+01,1.012677870960070869e+01,1.434079097219257370e+01,4.143572275380380532e+00,2.349762022728284094e+01,1.440830893271448332e+01,4.080181641394633907e+00,9.419340476443336385e+00,2.343127722745696317e+01,2.203968032461634508e+01,1.554566489765592507e+01,1.547045002457793395e+01,7.910120542783893427e+00,1.555348631578179841e+01,3.106734155228676908e+00,2.390271603236876485e-01,1.502389434702576843e+01,8.920830133722388311e+00,2.462183577722420225e+01,2.726115015648331141e+00,1.089590892472637229e+01,2.403066782663309908e+01,1.854302652075528712e+01,1.481815626888350046e+01
2.022103344641773504e+01,2.446563904887624652e+00,7.115243154400347159e+00,1.525339544974612416e+01,3.874708241735425052e+00,2.056502436728253613e+01,2.253931979330392465e+00,3.441651964547570719e-01,5.081945973408941164e+00,3.851628282195787456e+00,1.431691314787043368e+01,1.256546920066730699e+01,8.498252233380961584e+00,8.851765526871530065e-01,2.235511913687470908e+01,1.196535343314306132e+01,1.506358606501112529e+00,1.936014384313269332e+01,9.709220873022683662e+00,2.228107588923647242e+01,2.101695913919267511e+01,8.993930510310150339e+00,2.132297651524451965e+01,2.112296985045212949e+01,1.560648252645308531e+01,8.744829405816920698e+00,1.045690424170578225e+00,1.078412242426005285e+01,1.447082060844201479e+01,2.428251098799366403e+01,2.434414278922530173e+01,1.815792187163828286e+00,1.834523765946474683e+01,1.768988415337312503e+01,2.478165052372580490e+01,7.968055468158766530e+00,3.105966839802076773e-01,6.052517279962390973e+00,1.668657309291998736e+00,1.974405158153984985e+01,3.939325240556543317e+00,9.858135569593892811e+00,9.296308584660275542e+00,2.437706917714934463e+01,6.869352228322133769e+00,1.437228934375532319e+01,1.701105902940536652e+01,2.698261622594594122e+00,2.418876489245008976e+00,5.434786794461427206e+00,2.441064382593273052e+01,1.805296584591994247e+01,4.938352499960041442e+00,7.715338423293133019e+00,4.522666880838540848e+00,4.641442803186176747e+00,8.586679590598203404e+00,2.275738705675255247e+01,4.865814295815096280e+00,5.701038459798240865e+00,1.370245789275540460e+01,9.244478317205457429e+00,1.965962863033359653e+01,3.039486906281785306e+00,1.032885416788205113e+01,6.096804943609843264e+00,2.057358451351495976e+00,1.156182777539655149e+01,9.918774194299553315e+00,1.703863093549531804e+00,2.430703454998338131e+01,1.542421334986560666e+01,1.378996070230900095e+01,1.200511160262248467e+01,1.621896265569530815e+00,2.189342513566512238e+01,2.927151170283978754e+00,1.314362646240360100e+01,1.716927950569415273e+01,5.570471933767617401e+00,4.467635093977492922e+00,2.703008426723579660e+00,2.587783638066504466e+00,2.991895278891703924e+00
6.124396157179626599e+00,1.242814058222745288e+01,9.509469885007298728e+00,1.029079876754940770e+01,3.706355773683525534e+00,3.431404493796053057e+00,1.529559695932011998e+01,8.164170220114536081e-01,2.487931000058432573e+01,2.152750027490128559e+01,2.089290300206544515e+01,3.624217371478683170e+00,1.858034551331538964e+01,1.640099504747824621e+00,6.947533528394028934e+00,1.418404381095536770e+01,2.428472486023602528e+01,1.635388396956519941e+01,1.295421450174358036e+01,2.705928220094131031e+00,2.683170782314592273e+00,2.483921301590000752e+01,1.967845591295339247e+01,1.069458735025460250e+01,2.739115285331983340e+00,2.213648361612499826e+01,1.564516959121467377e+00,1.989971728113432192e+01,2.377963733479141339e+01,2.077815233551715579e+01,1.919531240256623761e+01,2.052844168546441850e+01,3.714173726786398788e+00,8.675251775984760272e+00,8.258963495097113139e+00,2.373261070550579888e+01,1.582546194382581639e+01,2.353832253839541622e+01,3.731675752095686693e+00,2.467217631753621276e+01,2.317357916005565954e+01,1.124099222078354998e+01,1.621015025458885006e+01,1.516366380624886112e+01,6.636655973070953785e+00,2.227154031173318316e+01,1.449607836146114614e+01,5.452332773198601323e+00,1.230104393376195482e+01,2.270837742534713399e+01,1.962974703600210447e+01,2.282872643624281039e+01,1.110755931380457362e+01,2.285894030011969846e+01,7.247497837280342026e+00,7.724661757514009075e+00,5.067116000812957211e+00,2.013948711543682180e+01,6.798580496360487224e+00,2.391460747340786597e+01,2.891620229412922072e+00,5.368360367193972138e+00,1.985939055384552532e+01,5.036129367479186492e+00,2.318321578301693364e+01,8.968492027926581400e+00,1.988434577042062301e+01,2.608121605610083549e+00,1.746678122033588565e+01,1.946407441383383130e+01,1.622315238946509197e+01,2.426382598317911743e+01,7.236362337930427380e+00,3.289326374310641565e+00,1.207750024204953476e+01,8.775225641363556761e+00,1.990867261719415282e+01,8.708756425157949010e+00,4.614327885274774665e+00,2.024395009176033211e-01,3.787012130013661881e+00,1.278785046631878153e+01,1.139896105331969700e+01,2.223458622087651904e+01
