3.810193843738323149e+00,1.400405768118817207e+01,1.107594747150951697e+01,2.465306446547834707e+00,6.044712722117364656e+00,7.161505148439761825e+00,5.956105916283782165e+00,7.751205829831862459e+00,1.093910672332745548e+01,1.683088982567177183e+01,2.807961499361897317e+00,8.670682649441722845e+00
1.566941969170536453e+01,5.755466172340866216e+00,1.179015708622035064e+01,1.328657437889523862e+01,1.339062207696813722e+01,1.059191512350851561e+01,1.058808841121501310e+01,1.184525286548790390e+01,6.215020170708935865e+00,6.672723637240903116e+00,1.036733503890354235e+01,2.964748599351740843e-01
2.101511116019225689e+00,5.524590965198726167e+00,1.869661363718802960e+01,1.357215648307036382e+01,1.874491408187887842e+01,1.830630213975120313e+01,1.924991887002284585e+01,1.265038747343553815e+01,1.411351725825063852e+01,9.620571949161902836e+00,1.769642357733825833e+01,7.588322845002841710e+00
1.810149451545235877e+01,1.962076119108715133e+01,1.781265960214715705e+01,7.111904945621070340e+00,1.797894055729462082e+01,1.836635018934766883e+00,6.700633968266158647e+00,1.858750176827902933e+01,1.458301209913248186e+01,1.368326847800459589e+01,8.378182777446435026e+00,1.073984999338890134e+01
1.309867544495757485e+00,1.938661200568192555e+01,2.886503940692388692e+00,6.977369381039149054e+00,1.048991864767675608e+01,1.009888175107583841e+01,1.690819396409563780e+01,1.813734133218507338e+01,5.370898087528182430e+00,8.417840766740612324e+00,1.291189976795318017e+01,8.963096209646980839e+00
1.811657863889841025e+01,1.226128899826250951e+01,1.286060882435523745e+01,1.489373356672285809e+01,9.432617379899157939e+00,1.770093761717379532e+00,1.011990764250759511e+01,5.993868992678348384e+00,3.665727301675767436e+00,1.731662190569664617e+01,1.188761043038659260e+01,1.110110053762652527e+01
7.778532018349380017e+00,6.411489672514916194e+00,1.386049011384116625e+01,1.637309794028673338e+01,2.201583817102603646e-01,9.079405123228983854e+00,1.947689163342986163e+01,1.086564789168085099e+01,1.233330937884710110e+01,1.114056037257837417e+01,1.162232049346131824e+01,8.848092375146471511e+00
1.566688735784924802e+01,1.584130909250072961e+01,4.050161767791314205e+00,1.903973978853755256e+01,1.706374609547032151e+01,1.619751913753789196e+01,1.308279591926645402e+01,8.329765632662626373e+00,1.050841159744630993e+00,1.684401681315447519e+01,2.186390665085016227e+00,1.543182351387054752e+01
7.191033472995056464e-01,1.202542109909603596e+01,8.776569763108410527e+00,1.391940954396708729e+00,2.128085657025542421e+00,5.966957951863600229e+00,3.958610334725887192e-01,1.800474356853964153e+01,9.627268561456940432e+00,1.904131560861518935e+01,1.301053013189885910e+01,1.269828741389973459e+01
1.766008482136523128e+01,1.589668151682419595e+00,1.196899325740412934e+01,1.250314798704288410e+00,7.397199982502858262e+00,6.756891852452005409e+00,9.160401975474181668e+00,1.386449170667653519e+01,1.676377578118054146e+01,1.428980772926043485e+01,1.151482658753536370e+01,1.747276812387209333e+01
8.030323245791459286e+00,1.581999013974341572e+01,1.202127907108025795e+01,5.240131396079594772e-01,6.523237891348252049e+00,1.741397062171520105e+01,1.753450787142016054e+01,3.834195791292815958e+00,8.875379851147037868e+00,5.536186290015878697e+00,1.107667292510605428e+01,1.607416729900440444e+01
4.331197299727831407e+00,1.477355579148632536e+01,3.659203476301244873e+00,1.501455502474798820e+01,1.327571275963021691e+01,1.958714446908566487e+01,1.235469553370853468e+01,1.644714015713962851e+01,1.083501219867770260e+01,1.523756801891809509e+01,1.222908988943850694e+01,1.201065356236541426e+00
