6.308975920271658211e+00,1.925012519067883687e+01,1.737008811785285189e+01,1.021661428316951614e+01,1.052258842483198720e+01,1.793559638069678641e+01,1.222266395949200835e+01,1.649434011533778133e+01,2.188498071514353160e+00,4.414557605986555444e+00,2.705480931771515607e+00,7.481259324365574059e+00
1.199855251899143482e+01,8.868655229461982259e+00,8.235467942228751781e+00,1.753767644006927284e+01,1.686810466856876545e+01,1.769410373466333297e+01,8.992968211699656322e+00,1.502866279103594849e+01,8.111785162916726577e+00,1.219376812981323255e+01,4.912471670191864703e+00,6.450937549252357961e+00
3.298581610894182337e+00,5.656513765161539808e+00,2.931638435615973037e+00,8.985089832507650698e+00,1.310788144364128982e+01,4.080275958062271613e+00,6.001771258128512088e+00,6.169947224615111026e+00,4.386735527068141849e+00,1.593010958885888684e+01,1.693784214769186747e+01,1.474102758954294146e+01
1.032658236422915721e+01,1.333090889132853896e+01,6.438922426080782024e+00,7.332259352115055862e+00,7.104962315019611729e+00,1.291816955608455331e+01,1.167151349728980936e+00,6.518426614952376852e+00,1.075621387441012544e+00,1.247519490745523640e+01,1.575552475428121468e+01,1.776794912930363957e+00
7.276133069111294205e+00,1.323145886458515363e+01,2.544675922325503326e+00,1.187038593915637996e+01,1.407676850388753742e+01,5.482093544218793468e+00,1.052849574521622955e+01,3.052016247743603028e+00,8.123779692424772492e+00,2.443938099495612803e-01,1.717448946490462447e+01,1.519287724860932620e+01
9.121223785279639173e+00,6.033962294248922831e+00,5.431261327763177604e+00,5.377485889855537771e-01,1.861181327031683352e+01,7.153798079897766726e+00,8.968885666185080652e+00,5.907447437725155126e+00,8.321327889743276529e+00,1.682908952263606039e+01,1.902538350192588723e+01,5.785646595294744898e+00
1.809442280071340647e+01,7.377806042562031763e+00,1.480869689628753250e+01,1.303147803453019726e-01,1.518089960522569548e+01,1.089921784786748837e+01,1.034521627874994465e+01,3.019589064153711533e+00,1.668329876316316795e+00,1.434595549219285360e+01,4.439190439277651556e+00,1.110432923264302651e+01
4.985862650146377639e+00,7.119726191124633452e+00,1.150812475935757462e+01,9.673707766355306603e+00,1.002358468383944867e+01,3.070374627949656876e-01,4.775038785284948517e+00,6.354239433401462911e+00,1.893513296031173354e+01,1.170105909984954806e+01,1.563772433919162985e+01,6.256466884627302605e+00
1.498449124996987614e+01,1.805628768335565582e+01,1.660700604491269772e+01,3.660242012584848936e+00,1.330693150264164615e+01,5.062007603967431102e+00,8.736459032609795727e+00,1.176582204674908994e+01,6.235377859033521375e+00,6.075880801560926692e+00,1.308840864187559294e+00,1.238170738069129939e+01
1.264980542673376185e+01,1.560217322936173368e+01,1.435504101804830945e+01,1.768724956507178803e+01,1.932974555826554663e+01,1.585932909305160443e+01,6.718298058074452683e+00,3.820877950138874546e+00,4.783659552283592298e+00,1.919124119092262859e+01,1.917030000994210681e+01,1.439235516672356141e+01
4.127736591216630835e+00,1.384937719624654839e+00,1.690094838956782297e+01,1.925599806362177091e+01,5.045580757816523487e+00,1.860905212820131638e+01,1.883936485636477087e+01,6.332073473832052102e+00,6.399811848604571196e+00,1.162981389026955981e+01,1.753580804595959464e+01,3.002343483871487972e+00
7.070064828659521794e+00,1.231809426309327371e+01,4.716695420315478060e+00,6.820340002745560071e+00,4.195297013183029833e+00,1.839524669247478528e+01,1.149859546926350795e+01,7.475494738193566135e+00,9.282511776307334372e+00,4.009592372150097006e+00,1.858592145657535255e+01,7.453136335719507954e+00
